Time[s] TxPosX[m] TxPosY[m] RxPosX[m] RxPosY[m] ChannelState SNR[dB] Pathloss[dB]
0 250 1 250 0 LOS 68.4569 65.1083
0.01 250 1.16628 250 0.0833333 LOS 67.5104 65.6862
0.02 250 1.33256 250 0.166667 LOS 65.8469 66.2215
0.03 250 1.49885 250 0.25 LOS 66.4128 66.72
0.04 250 1.66513 250 0.333333 LOS 68.4656 67.1864
0.05 250 1.83141 250 0.416667 LOS 65.8695 67.6246
0.06 250 1.99769 250 0.5 LOS 65.2316 68.0378
0.07 250 2.16397 250 0.583333 LOS 64.9273 68.4288
0.08 250 2.33025 250 0.666667 LOS 63.1248 68.7997
0.09 250 2.49654 250 0.75 LOS 61.4557 69.1526
0.1 250 2.66282 250 0.833333 LOS 65.8022 69.4892
0.11 250 2.8291 250 0.916667 LOS 64.9294 69.8108
0.12 250 2.99538 250 1 LOS 63.4833 70.1187
0.13 250 3.16166 250 1.08333 LOS 62.5217 70.4141
0.14 250 3.32794 250 1.16667 LOS 62.3264 70.6979
0.15 250 3.49423 250 1.25 LOS 63.9294 70.9711
0.16 250 3.66051 250 1.33333 LOS 61.6799 71.2343
0.17 250 3.82679 250 1.41667 LOS 61.7102 71.4883
0.18 250 3.99307 250 1.5 LOS 61.3756 71.7337
0.19 250 4.15935 250 1.58333 LOS 61.5264 71.9711
0.2 250 4.32564 250 1.66667 LOS 63.2181 72.201
0.21 250 4.49192 250 1.75 LOS 62.7016 72.4238
0.22 250 4.6582 250 1.83333 LOS 58.2687 72.6399
0.23 250 4.82448 250 1.91667 LOS 61.6856 72.8498
0.24 250 4.99076 250 2 LOS 59.2078 73.0538
0.25 250 5.15704 250 2.08333 LOS 59.4113 73.2522
0.26 250 5.32333 250 2.16667 LOS 59.4951 73.4454
0.27 250 5.48961 250 2.25 LOS 61.7362 73.6335
0.28 250 5.65589 250 2.33333 LOS 59.7273 73.8169
0.29 250 5.82217 250 2.41667 LOS 57.9693 73.9957
0.3 250 5.98845 250 2.5 LOS 59.2512 74.1702
0.31 250 6.15473 250 2.58333 LOS 57.5597 74.3407
0.32 250 6.32102 250 2.66667 LOS 58.7673 74.5072
0.33 250 6.4873 250 2.75 LOS 60.9948 74.67
0.34 250 6.65358 250 2.83333 LOS 58.9799 74.8292
0.35 250 6.81986 250 2.91667 LOS 58.8664 74.985
0.36 250 6.98614 250 3 LOS 58.784 75.1375
0.37 250 7.15242 250 3.08333 LOS 58.6077 75.2869
0.38 250 7.31871 250 3.16667 LOS 58.2452 75.4332
0.39 250 7.48499 250 3.25 LOS 59.2531 75.5767
0.4 250 7.65127 250 3.33333 LOS 58.453 75.7174
0.41 250 7.81755 250 3.41667 LOS 57.9572 75.8554
0.42 250 7.98383 250 3.5 LOS 57.9047 75.9908
0.43 250 8.15012 250 3.58333 LOS 54.9719 76.1238
0.44 250 8.3164 250 3.66667 LOS 53.5718 76.2543
0.45 250 8.48268 250 3.75 LOS 54.6311 76.3826
0.46 250 8.64896 250 3.83333 LOS 56.0948 76.5086
0.47 250 8.81524 250 3.91667 LOS 58.2495 76.6324
0.48 250 8.98152 250 4 LOS 58.2998 76.7542
0.49 250 9.14781 250 4.08333 LOS 56.6058 76.874
0.5 250 9.31409 250 4.16667 LOS 56.9256 76.9918
0.51 250 9.48037 250 4.25 LOS 56.6104 77.1078
0.52 250 9.64665 250 4.33333 LOS 56.0086 77.2219
0.53 250 9.81293 250 4.41667 LOS 54.6358 77.3342
0.54 250 9.97921 250 4.5 LOS 55.4985 77.4449
0.55 250 10.1455 250 4.58333 LOS 54.4361 77.5538
0.56 250 10.3118 250 4.66667 LOS 56.5514 77.6612
0.57 250 10.4781 250 4.75 LOS 55.1167 77.767
0.58 250 10.6443 250 4.83333 LOS 56.3162 77.8713
0.59 250 10.8106 250 4.91667 LOS 55.3348 77.9741
0.6 250 10.9769 250 5 LOS 55.5789 78.0754
0.61 250 11.1432 250 5.08333 LOS 56.3856 78.1754
0.62 250 11.3095 250 5.16667 LOS 56.5625 78.274
0.63 250 11.4758 250 5.25 LOS 55.6068 78.3713
0.64 250 11.642 250 5.33333 LOS 54.8634 78.4673
0.65 250 11.8083 250 5.41667 LOS 56.6276 78.562
0.66 250 11.9746 250 5.5 LOS 55.9634 78.6555
0.67 250 12.1409 250 5.58333 LOS 56.4083 78.7479
0.68 250 12.3072 250 5.66667 LOS 54.0508 78.839
0.69 250 12.4734 250 5.75 LOS 54.5179 78.9291
0.7 250 12.6397 250 5.83333 LOS 54.1753 79.018
0.71 250 12.806 250 5.91667 LOS 54.1942 79.1058
0.72 250 12.9723 250 6 LOS 52.776 79.1926
0.73 250 13.1386 250 6.08333 LOS 55.3312 79.2784
0.74 250 13.3048 250 6.16667 LOS 55.8618 79.3632
0.75 250 13.4711 250 6.25 LOS 51.6955 79.447
0.76 250 13.6374 250 6.33333 LOS 53.7768 79.5298
0.77 250 13.8037 250 6.41667 LOS 54.5706 79.6117
0.78 250 13.97 250 6.5 LOS 54.6378 79.6927
0.79 250 14.1363 250 6.58333 LOS 55.1544 79.7728
0.8 250 14.3025 250 6.66667 LOS 53.1777 79.852
0.81 250 14.4688 250 6.75 LOS 51.3357 79.9304
0.82 250 14.6351 250 6.83333 LOS 54.892 80.0079
0.83 250 14.8014 250 6.91667 LOS 53.3207 80.0846
0.84 250 14.9677 250 7 LOS 54.8278 80.1605
0.85 250 15.1339 250 7.08333 LOS 55.6895 80.2356
0.86 250 15.3002 250 7.16667 LOS 50.4814 80.31
0.87 250 15.4665 250 7.25 LOS 50.3143 80.3836
0.88 250 15.6328 250 7.33333 LOS 52.4774 80.4564
0.89 250 15.7991 250 7.41667 LOS 51.3341 80.5285
0.9 250 15.9654 250 7.5 LOS 53.5797 80.6
0.91 250 16.1316 250 7.58333 LOS 54.964 80.6707
0.92 250 16.2979 250 7.66667 LOS 54.5111 80.7407
0.93 250 16.4642 250 7.75 LOS 53.1489 80.8101
0.94 250 16.6305 250 7.83333 LOS 52.7626 80.8788
0.95 250 16.7968 250 7.91667 LOS 53.7472 80.9469
0.96 250 16.963 250 8 LOS 51.0775 81.0143
0.97 250 17.1293 250 8.08333 LOS 54.6608 81.0811
0.98 250 17.2956 250 8.16667 LOS 51.9258 81.1473
0.99 250 17.4619 250 8.25 LOS 50.3339 81.2129
1 250 17.6282 250 8.33333 LOS 52.3012 81.2779
1.01 250 17.7945 250 8.41667 LOS 51.976 81.3424
1.02 250 17.9607 250 8.5 LOS 53.8182 81.4062
1.03 250 18.127 250 8.58333 LOS 52.1468 81.4695
1.04 250 18.2933 250 8.66667 LOS 50.4888 81.5323
1.05 250 18.4596 250 8.75 LOS 52.1202 81.5945
1.06 250 18.6259 250 8.83333 LOS 53.8733 81.6562
1.07 250 18.7921 250 8.91667 LOS 53.116 81.7174
1.08 250 18.9584 250 9 LOS 48.3606 81.7781
1.09 250 19.1247 250 9.08333 LOS 50.7621 81.8382
1.1 250 19.291 250 9.16667 LOS 52.5838 81.8979
1.11 250 19.4573 250 9.25 LOS 51.3696 81.9571
1.12 250 19.6236 250 9.33333 LOS 52.272 82.0158
1.13 250 19.7898 250 9.41667 LOS 52.357 82.074
1.14 250 19.9561 250 9.5 LOS 53.2541 82.1318
1.15 250 20.1224 250 9.58333 LOS 51.3148 82.1891
1.16 250 20.2887 250 9.66667 LOS 52.1035 82.2459
1.17 250 20.455 250 9.75 LOS 50.7145 82.3024
1.18 250 20.6212 250 9.83333 LOS 50.5012 82.3583
1.19 250 20.7875 250 9.91667 LOS 51.0396 82.4139
1.2 250 20.9538 250 10 LOS 51.551 82.469
1.21 250 21.1201 250 10.0833 LOS 50.7406 82.5237
1.22 250 21.2864 250 10.1667 LOS 53.1134 82.578
1.23 250 21.4527 250 10.25 LOS 51.649 82.6319
1.24 250 21.6189 250 10.3333 LOS 51.3709 82.6854
1.25 250 21.7852 250 10.4167 LOS 50.7677 82.7386
1.26 250 21.9515 250 10.5 LOS 50.6975 82.7913
1.27 250 22.1178 250 10.5833 LOS 51.4913 82.8436
1.28 250 22.2841 250 10.6667 LOS 50.152 82.8956
1.29 250 22.4503 250 10.75 LOS 52.5497 82.9472
1.3 250 22.6166 250 10.8333 LOS 52.3045 82.9984
1.31 250 22.7829 250 10.9167 LOS 51.0228 83.0493
1.32 250 22.9492 250 11 LOS 48.6096 83.0998
1.33 250 23.1155 250 11.0833 LOS 48.6433 83.15
1.34 250 23.2818 250 11.1667 LOS 52.2434 83.1998
1.35 250 23.448 250 11.25 LOS 51.126 83.2493
1.36 250 23.6143 250 11.3333 LOS 48.7125 83.2985
1.37 250 23.7806 250 11.4167 LOS 50.5558 83.3473
1.38 250 23.9469 250 11.5 LOS 48.2978 83.3958
1.39 250 24.1132 250 11.5833 LOS 49.4469 83.444
1.4 250 24.2794 250 11.6667 LOS 49.7159 83.4918
1.41 250 24.4457 250 11.75 LOS 51.5831 83.5394
1.42 250 24.612 250 11.8333 LOS 47.628 83.5866
1.43 250 24.7783 250 11.9167 LOS 52.3431 83.6335
1.44 250 24.9446 250 12 LOS 50.9172 83.6801
1.45 250 25.1109 250 12.0833 LOS 48.5407 83.7265
1.46 250 25.2771 250 12.1667 LOS 51.5812 83.7725
1.47 250 25.4434 250 12.25 LOS 51.5321 83.8182
1.48 250 25.6097 250 12.3333 LOS 50.5171 83.8637
1.49 250 25.776 250 12.4167 LOS 47.6508 83.9089
1.5 250 25.9423 250 12.5 LOS 49.9123 83.9538
1.51 250 26.1085 250 12.5833 LOS 50.766 83.9984
1.52 250 26.2748 250 12.6667 LOS 49.1008 84.0427
1.53 250 26.4411 250 12.75 LOS 48.9374 84.0868
1.54 250 26.6074 250 12.8333 LOS 50.8466 84.1306
1.55 250 26.7737 250 12.9167 LOS 48.5844 84.1742
1.56 250 26.94 250 13 LOS 51.8656 84.2174
1.57 250 27.1062 250 13.0833 LOS 50.8973 84.2605
1.58 250 27.2725 250 13.1667 LOS 47.8957 84.3032
1.59 250 27.4388 250 13.25 LOS 48.8047 84.3458
1.6 250 27.6051 250 13.3333 LOS 51.2351 84.388
1.61 250 27.7714 250 13.4167 LOS 49.3349 84.4301
1.62 250 27.9376 250 13.5 LOS 50.0429 84.4719
1.63 250 28.1039 250 13.5833 LOS 47.1125 84.5134
1.64 250 28.2702 250 13.6667 LOS 47.5891 84.5547
1.65 250 28.4365 250 13.75 LOS 49.5789 84.5958
1.66 250 28.6028 250 13.8333 LOS 50.0177 84.6367
1.67 250 28.7691 250 13.9167 LOS 46.5768 84.6773
1.68 250 28.9353 250 14 LOS 49.7375 84.7177
1.69 250 29.1016 250 14.0833 LOS 51.1753 84.7578
1.7 250 29.2679 250 14.1667 LOS 46.4116 84.7978
1.71 250 29.4342 250 14.25 LOS 50.3119 84.8375
1.72 250 29.6005 250 14.3333 LOS 47.0045 84.877
1.73 250 29.7667 250 14.4167 LOS 48.6159 84.9163
1.74 250 29.933 250 14.5 LOS 49.1554 84.9554
1.75 250 30.0993 250 14.5833 LOS 50.8102 84.9943
1.76 250 30.2656 250 14.6667 NLOSv 38.673 93.8599
1.77 250 30.4319 250 14.75 NLOSv 34.5884 90.0126
1.78 250 30.5982 250 14.8333 NLOSv 37.8797 88.6623
1.79 250 30.7644 250 14.9167 NLOSv 38.5376 89.1592
1.8 250 30.9307 250 15 NLOSv 33.952 94.0259
1.81 250 31.097 250 15.0833 NLOSv 34.1326 97.3273
1.82 250 31.2633 250 15.1667 NLOSv 33.6481 94.7133
1.83 250 31.4296 250 15.25 NLOSv 28.8023 96.099
1.84 250 31.5958 250 15.3333 NLOSv 32.991 93.4924
1.85 250 31.7621 250 15.4167 NLOSv 29.6792 96.1848
1.86 250 31.9284 250 15.5 NLOSv 33.8755 93.9793
1.87 250 32.0947 250 15.5833 LOS 48.1576 85.4452
1.88 250 32.261 250 15.6667 LOS 48.3899 85.4816
1.89 250 32.4273 250 15.75 LOS 47.8401 85.5178
1.9 250 32.5935 250 15.8333 LOS 48.7475 85.5537
1.91 250 32.7598 250 15.9167 LOS 46.1042 85.5895
1.92 250 32.9261 250 16 LOS 46.9527 85.6252
1.93 250 33.0924 250 16.0833 LOS 48.4248 85.6606
1.94 250 33.2587 250 16.1667 LOS 48.2304 85.6959
1.95 250 33.4249 250 16.25 LOS 48.5902 85.731
1.96 250 33.5912 250 16.3333 LOS 46.533 85.766
1.97 250 33.7575 250 16.4167 LOS 48.2861 85.8007
1.98 250 33.9238 250 16.5 LOS 47.9039 85.8354
1.99 250 34.0901 250 16.5833 LOS 47.8829 85.8698
2 250 34.2564 250 16.6667 LOS 47.7854 85.9041
2.01 250 34.4226 250 16.75 LOS 47.0653 85.9382
2.02 250 34.5889 250 16.8333 LOS 48.2912 85.9722
2.03 250 34.7552 250 16.9167 LOS 46.0271 86.006
2.04 250 34.9215 250 17 LOS 48.2048 86.0396
2.05 250 35.0878 250 17.0833 LOS 48.524 86.0731
2.06 250 35.254 250 17.1667 LOS 46.1286 86.1064
2.07 250 35.4203 250 17.25 LOS 47.5452 86.1396
2.08 250 35.5866 250 17.3333 LOS 46.3856 86.1727
2.09 250 35.7529 250 17.4167 LOS 46.8025 86.2056
2.1 250 35.9192 250 17.5 LOS 47.2091 86.2383
2.11 250 36.0855 250 17.5833 LOS 47.2985 86.2709
2.12 250 36.2517 250 17.6667 LOS 46.4638 86.3033
2.13 250 36.418 250 17.75 LOS 46.4251 86.3356
2.14 250 36.5843 250 17.8333 LOS 45.1284 86.3678
2.15 250 36.7506 250 17.9167 LOS 46.1722 86.3998
2.16 250 36.9169 250 18 LOS 46.2299 86.4317
2.17 250 37.0831 250 18.0833 LOS 46.2955 86.4634
2.18 250 37.2494 250 18.1667 LOS 46.6119 86.495
2.19 250 37.4157 250 18.25 LOS 47.135 86.5264
2.2 250 37.582 250 18.3333 LOS 46.0046 86.5578
2.21 250 37.7483 250 18.4167 LOS 47.1332 86.5889
2.22 250 37.9145 250 18.5 LOS 45.7788 86.62
2.23 250 38.0808 250 18.5833 LOS 45.9626 86.6509
2.24 250 38.2471 250 18.6667 LOS 46.5161 86.6817
2.25 250 38.4134 250 18.75 LOS 46.4277 86.7124
2.26 250 38.5797 250 18.8333 LOS 46.9713 86.7429
2.27 250 38.746 250 18.9167 LOS 47.5738 86.7733
2.28 250 38.9122 250 19 LOS 46.8507 86.8036
2.29 250 39.0785 250 19.0833 LOS 45.34 86.8337
2.3 250 39.2448 250 19.1667 LOS 47.6073 86.8638
2.31 250 39.4111 250 19.25 LOS 45.3272 86.8937
2.32 250 39.5774 250 19.3333 LOS 45.2596 86.9234
2.33 250 39.7436 250 19.4167 LOS 46.0741 86.9531
2.34 250 39.9099 250 19.5 LOS 46.1557 86.9826
2.35 250 40.0762 250 19.5833 LOS 47.355 87.012
2.36 250 40.2425 250 19.6667 LOS 45.8643 87.0413
2.37 250 40.4088 250 19.75 LOS 46.8042 87.0705
2.38 250 40.5751 250 19.8333 LOS 44.6918 87.0996
2.39 250 40.7413 250 19.9167 LOS 46.9131 87.1285
2.4 250 40.9076 250 20 LOS 45.0562 87.1574
2.41 250 41.0739 250 20.0833 LOS 46.9967 87.1861
2.42 250 41.2402 250 20.1667 LOS 47.4563 87.2147
2.43 250 41.4065 250 20.25 LOS 46.7843 87.2432
2.44 250 41.5727 250 20.3333 LOS 44.1322 87.2716
2.45 250 41.739 250 20.4167 LOS 45.6748 87.2998
2.46 250 41.9053 250 20.5 LOS 46.6637 87.328
2.47 250 42.0716 250 20.5833 LOS 44.5801 87.356
2.48 250 42.2379 250 20.6667 LOS 46.4169 87.384
2.49 250 42.4042 250 20.75 LOS 45.8527 87.4118
2.5 250 42.5704 250 20.8333 LOS 44.7558 87.4395
2.51 250 42.7367 250 20.9167 LOS 45.5816 87.4672
2.52 250 42.903 250 21 LOS 46.2703 87.4947
2.53 250 43.0693 250 21.0833 LOS 45.7662 87.5221
2.54 250 43.2356 250 21.1667 LOS 44.9536 87.5494
2.55 250 43.4018 250 21.25 LOS 46.4901 87.5766
2.56 250 43.5681 250 21.3333 LOS 44.9793 87.6037
2.57 250 43.7344 250 21.4167 LOS 46.6142 87.6307
2.58 250 43.9007 250 21.5 LOS 45.6488 87.6576
2.59 250 44.067 250 21.5833 LOS 44.5063 87.6844
2.6 250 44.2333 250 21.6667 LOS 44.6852 87.7112
2.61 250 44.3995 250 21.75 LOS 44.7901 87.7378
2.62 250 44.5658 250 21.8333 LOS 46.598 87.7643
2.63 250 44.7321 250 21.9167 LOS 45.7981 87.7907
2.64 250 44.8984 250 22 NLOSv 37.8973 93.503
2.65 250 45.0647 250 22.0833 NLOSv 35.1038 95.5094
2.66 250 45.2309 250 22.1667 NLOSv 28.5883 99.1414
2.67 250 45.3972 250 22.25 NLOSv 23.7243 94.4711
2.68 250 45.5635 250 22.3333 NLOSv 33.6753 99.2412
2.69 250 45.7298 250 22.4167 NLOSv 29.5051 97.3181
2.7 250 45.8961 250 22.5 NLOSv 33.6466 92.9636
2.71 250 46.0624 250 22.5833 NLOSv 32.3843 94.6303
2.72 250 46.2286 250 22.6667 NLOSv 30.6952 93.0081
2.73 250 46.3949 250 22.75 NLOSv 20.4219 100.464
2.74 250 46.5612 250 22.8333 NLOSv 29.723 99.3885
2.75 250 46.7275 250 22.9167 LOS 45.6419 88.1004
2.76 250 46.8938 250 23 LOS 45.9284 88.1256
2.77 250 47.06 250 23.0833 LOS 45.1246 88.1508
2.78 250 47.2263 250 23.1667 LOS 44.5046 88.1758
2.79 250 47.3926 250 23.25 LOS 45.8625 88.2008
2.8 250 47.5589 250 23.3333 LOS 45.4294 88.2256
2.81 250 47.7252 250 23.4167 LOS 45.2639 88.2504
2.82 250 47.8915 250 23.5 LOS 44.2521 88.2751
2.83 250 48.0577 250 23.5833 LOS 45.7335 88.2998
2.84 250 48.224 250 23.6667 LOS 45.8942 88.3243
2.85 250 48.3903 250 23.75 LOS 44.8022 88.3488
2.86 250 48.5566 250 23.8333 LOS 45.3278 88.3731
2.87 250 48.7229 250 23.9167 LOS 46.8799 88.3974
2.88 250 48.8891 250 24 LOS 45.7538 88.4216
2.89 250 49.0554 250 24.0833 LOS 45.9894 88.4458
2.9 250 49.2217 250 24.1667 LOS 45.9992 88.4698
2.91 250 49.388 250 24.25 LOS 44.9166 88.4938
2.92 250 49.5543 250 24.3333 LOS 45.7744 88.5177
2.93 250 49.7206 250 24.4167 LOS 44.8918 88.5415
2.94 250 49.8868 250 24.5 LOS 45.0937 88.5652
2.95 250 50.0531 250 24.5833 LOS 44.5463 88.5889
2.96 250 50.2194 250 24.6667 LOS 45.1233 88.6125
2.97 250 50.3857 250 24.75 LOS 44.4377 88.636
2.98 250 50.552 250 24.8333 LOS 46.2201 88.6594
2.99 250 50.7182 250 24.9167 LOS 45.9624 88.6828
3 250 50.8845 250 25 LOS 45.2267 88.706
3.01 250 51.0508 250 25.0833 LOS 45.5229 88.7293
3.02 250 51.2171 250 25.1667 LOS 45.1938 88.7524
3.03 250 51.3834 250 25.25 LOS 44.9087 88.7754
3.04 250 51.5497 250 25.3333 LOS 44.1701 88.7984
3.05 250 51.7159 250 25.4167 LOS 45.1299 88.8213
3.06 250 51.8822 250 25.5 LOS 45.3906 88.8442
3.07 250 52.0485 250 25.5833 LOS 43.5371 88.8669
3.08 250 52.2148 250 25.6667 NLOSv 32.2119 93.8519
3.09 250 52.3811 250 25.75 NLOSv 22.3159 103.526
3.1 250 52.5473 250 25.8333 NLOSv 27.9804 100.675
3.11 250 52.7136 250 25.9167 NLOSv 21.7216 108.119
3.12 250 52.8799 250 26 NLOSv 31.1938 95.2241
3.13 250 53.0462 250 26.0833 NLOSv 20.7103 102.478
3.14 250 53.2125 250 26.1667 NLOSv 34.3843 97.0539
3.15 250 53.3788 250 26.25 NLOSv 30.7405 94.0684
3.16 250 53.545 250 26.3333 NLOSv 17.9619 96.5048
3.17 250 53.7113 250 26.4167 NLOSv 40.611 93.4101
3.18 250 53.8776 250 26.5 NLOSv 24.4987 99.3336
3.19 250 54.0439 250 26.5833 LOS 44.6895 89.1347
3.2 250 54.2102 250 26.6667 LOS 45.0222 89.1566
3.21 250 54.3764 250 26.75 LOS 45.607 89.1784
3.22 250 54.5427 250 26.8333 LOS 45.6807 89.2001
3.23 250 54.709 250 26.9167 LOS 43.113 89.2218
3.24 250 54.8753 250 27 LOS 44.9641 89.2434
3.25 250 55.0416 250 27.0833 LOS 43.0829 89.265
3.26 250 55.2079 250 27.1667 LOS 43.6887 89.2865
3.27 250 55.3741 250 27.25 LOS 44.4367 89.3079
3.28 250 55.5404 250 27.3333 LOS 45.4221 89.3293
3.29 250 55.7067 250 27.4167 LOS 44.6641 89.3506
3.3 250 55.873 250 27.5 LOS 44.3486 89.3718
3.31 250 56.0393 250 27.5833 LOS 46.0714 89.393
3.32 250 56.2055 250 27.6667 LOS 44.6352 89.4141
3.33 250 56.3718 250 27.75 LOS 45.8427 89.4351
3.34 250 56.5381 250 27.8333 LOS 45.9239 89.4561
3.35 250 56.7044 250 27.9167 LOS 45.4074 89.477
3.36 250 56.8707 250 28 LOS 43.5385 89.4979
3.37 250 57.037 250 28.0833 LOS 44.3905 89.5187
3.38 250 57.2032 250 28.1667 LOS 45.628 89.5395
3.39 250 57.3695 250 28.25 LOS 44.2328 89.5602
3.4 250 57.5358 250 28.3333 LOS 45.3754 89.5808
3.41 250 57.7021 250 28.4167 LOS 43.1655 89.6014
3.42 250 57.8684 250 28.5 LOS 43.8377 89.6219
3.43 250 58.0346 250 28.5833 LOS 43.6424 89.6423
3.44 250 58.2009 250 28.6667 LOS 45.259 89.6627
3.45 250 58.3672 250 28.75 LOS 44.1522 89.6831
3.46 250 58.5335 250 28.8333 LOS 44.2006 89.7033
3.47 250 58.6998 250 28.9167 LOS 44.096 89.7236
3.48 250 58.8661 250 29 LOS 44.1406 89.7437
3.49 250 59.0323 250 29.0833 LOS 43.1566 89.7639
3.5 250 59.1986 250 29.1667 LOS 43.0329 89.7839
3.51 250 59.3649 250 29.25 LOS 44.4416 89.8039
3.52 250 59.5312 250 29.3333 LOS 44.3299 89.8239
3.53 250 59.6975 250 29.4167 LOS 43.6364 89.8438
3.54 250 59.8637 250 29.5 LOS 44.608 89.8636
3.55 250 60.03 250 29.5833 LOS 42.9951 89.8834
3.56 250 60.1963 250 29.6667 LOS 43.3593 89.9031
3.57 250 60.3626 250 29.75 LOS 43.6317 89.9228
3.58 250 60.5289 250 29.8333 LOS 43.8467 89.9424
3.59 250 60.6952 250 29.9167 LOS 42.8126 89.962
3.6 250 60.8614 250 30 LOS 42.3501 89.9815
3.61 250 61.0277 250 30.0833 LOS 44.1051 90.001
3.62 250 61.194 250 30.1667 LOS 43.3557 90.0204
3.63 250 61.3603 250 30.25 LOS 42.1818 90.0398
3.64 250 61.5266 250 30.3333 LOS 42.7374 90.0591
3.65 250 61.6928 250 30.4167 LOS 43.698 90.0783
3.66 250 61.8591 250 30.5 LOS 42.6291 90.0976
3.67 250 62.0254 250 30.5833 LOS 44.1237 90.1167
3.68 250 62.1917 250 30.6667 LOS 44.5084 90.1358
3.69 250 62.358 250 30.75 LOS 43.8638 90.1549
3.7 250 62.5242 250 30.8333 LOS 43.4918 90.1739
3.71 250 62.6905 250 30.9167 LOS 44.7869 90.1928
3.72 250 62.8568 250 31 LOS 44.2313 90.2118
3.73 250 63.0231 250 31.0833 LOS 44.1426 90.2306
3.74 250 63.1894 250 31.1667 NLOSv 35.7374 96.7642
3.75 250 63.3557 250 31.25 NLOSv 26.1987 101.747
3.76 250 63.5219 250 31.3333 NLOSv 25.6375 95.9012
3.77 250 63.6882 250 31.4167 NLOSv 19.5041 96.0362
3.78 250 63.8545 250 31.5 NLOSv 11.8713 117.408
3.79 250 64.0208 250 31.5833 NLOSv 22.4702 98.8202
3.8 250 64.1871 250 31.6667 NLOSv 29.3919 100.169
3.81 250 64.3533 250 31.75 NLOSv 31.671 95.0757
3.82 250 64.5196 250 31.8333 NLOSv 31.6147 97.5753
3.83 250 64.6859 250 31.9167 NLOSv 41.9172 93.1719
3.84 250 64.8522 250 32 NLOSv 30.4508 96.0652
3.85 250 65.0185 250 32.0833 LOS 43.3938 90.4532
3.86 250 65.1848 250 32.1667 LOS 43.5686 90.4714
3.87 250 65.351 250 32.25 LOS 43.4328 90.4896
3.88 250 65.5173 250 32.3333 LOS 43.4554 90.5078
3.89 250 65.6836 250 32.4167 LOS 43.1062 90.5259
3.9 250 65.8499 250 32.5 LOS 43.596 90.544
3.91 250 66.0162 250 32.5833 LOS 43.1854 90.562
3.92 250 66.1824 250 32.6667 LOS 43.2543 90.5799
3.93 250 66.3487 250 32.75 LOS 43.1925 90.5979
3.94 250 66.515 250 32.8333 LOS 43.0374 90.6158
3.95 250 66.6813 250 32.9167 LOS 43.3987 90.6336
3.96 250 66.8476 250 33 LOS 43.1133 90.6514
3.97 250 67.0139 250 33.0833 LOS 43.1169 90.6691
3.98 250 67.1801 250 33.1667 LOS 43.1018 90.6868
3.99 250 67.3464 250 33.25 LOS 43.3582 90.7045
4 250 67.5127 250 33.3333 LOS 43.1948 90.7221
4.01 250 67.679 250 33.4167 LOS 43.1729 90.7397
4.02 250 67.8453 250 33.5 LOS 43.3099 90.7573
4.03 250 68.0115 250 33.5833 LOS 43.1957 90.7747
4.04 250 68.1778 250 33.6667 LOS 43.0562 90.7922
4.05 250 68.3441 250 33.75 LOS 42.9911 90.8096
4.06 250 68.5104 250 33.8333 LOS 43.2315 90.827
4.07 250 68.6767 250 33.9167 NLOSv 28.7577 99.3611
4.08 250 68.843 250 34 NLOSv 31.7817 99.0555
4.09 250 69.0092 250 34.0833 NLOSv 29.6982 95.1241
4.1 250 69.1755 250 34.1667 NLOSv 25.3694 98.4516
4.11 250 69.3418 250 34.25 NLOSv 23.4422 96.5883
4.12 250 69.5081 250 34.3333 NLOSv 28.1611 101.026
4.13 250 69.6744 250 34.4167 NLOSv 23.435 100.129
4.14 250 69.8406 250 34.5 NLOSv 24.9318 105.624
4.15 250 70.0069 250 34.5833 NLOSv 30.8356 95.0404
4.16 250 70.1732 250 34.6667 NLOSv 29.0051 96.9323
4.17 250 70.3395 250 34.75 NLOSv 23.5376 95.6191
4.18 250 70.5058 250 34.8333 LOS 40.5651 91.0322
4.19 250 70.6721 250 34.9167 LOS 40.0437 91.0491
4.2 250 70.8383 250 35 LOS 41.0576 91.0659
4.21 250 71.0046 250 35.0833 LOS 43.2333 91.0827
4.22 250 71.1709 250 35.1667 LOS 38.4621 91.0994
4.23 250 71.3372 250 35.25 LOS 42.176 91.1161
4.24 250 71.5035 250 35.3333 LOS 43.4156 91.1327
4.25 250 71.6697 250 35.4167 LOS 39.5619 91.1493
4.26 250 71.836 250 35.5 LOS 38.9662 91.1659
4.27 250 72.0023 250 35.5833 LOS 42.4303 91.1824
4.28 250 72.1686 250 35.6667 LOS 42.3183 91.1989
4.29 250 72.3349 250 35.75 LOS 43.0306 91.2154
4.3 250 72.5012 250 35.8333 LOS 39.7563 91.2318
4.31 250 72.6674 250 35.9167 LOS 38.1756 91.2482
4.32 250 72.8337 250 36 LOS 37.4122 91.2646
4.33 250 73 250 36.0833 LOS 41.4023 91.2809
4.34 250 73.1663 250 36.1667 LOS 41.7927 91.2972
4.35 250 73.3326 250 36.25 LOS 42.4846 91.3134
4.36 250 73.4988 250 36.3333 LOS 38.8325 91.3296
4.37 250 73.6651 250 36.4167 LOS 41.3084 91.3458
4.38 250 73.8314 250 36.5 LOS 39.7264 91.3619
4.39 250 73.9977 250 36.5833 LOS 38.2731 91.378
4.4 250 74.164 250 36.6667 LOS 39.7892 91.3941
4.41 250 74.3303 250 36.75 LOS 40.6169 91.4101
4.42 250 74.4965 250 36.8333 LOS 42.0939 91.4261
