Time[s] TxPosX[m] TxPosY[m] RxPosX[m] RxPosY[m] ChannelState SNR[dB] Pathloss[dB]
20.58 250 343.208 250 171.5 LOS 30.6834 102.429
20.59 250 343.374 250 171.583 LOS 31.7375 102.433
20.6 250 343.54 250 171.667 LOS 30.442 102.436
20.61 250 343.707 250 171.75 LOS 31.5018 102.44
20.62 250 343.873 250 171.833 LOS 31.4713 102.443
20.63 250 344.039 250 171.917 LOS 31.5327 102.447
20.64 250 344.206 250 172 LOS 31.1806 102.45
20.65 250 344.372 250 172.083 LOS 31.3439 102.454
20.66 250 344.538 250 172.167 LOS 31.062 102.457
20.67 250 344.704 250 172.25 LOS 30.8304 102.461
20.68 250 344.871 250 172.333 NLOSv 8.07146 116.921
20.69 250 345.037 250 172.417 NLOSv 6.48897 115.468
20.7 250 345.203 250 172.5 NLOSv 23.107 106.694
20.71 250 345.37 250 172.583 NLOSv 14.0779 109.079
20.72 250 345.536 250 172.667 NLOSv 24.0486 106.962
20.73 250 345.702 250 172.75 NLOSv 20.7335 107.691
20.74 250 345.868 250 172.833 NLOSv 22.011 107.205
20.75 250 346.035 250 172.917 NLOSv 16.5946 105.646
20.76 250 346.201 250 173 NLOSv 9.71049 118.479
20.77 250 346.367 250 173.083 NLOSv 11.9302 116.846
20.78 250 346.533 250 173.167 NLOSv 7.52766 117.497
20.79 250 346.7 250 173.25 NLOSv 17.7601 109.654
20.8 250 346.866 250 173.333 NLOSv 18.5845 108.025
20.81 250 347.032 250 173.417 NLOSv 14.3781 109.954
20.82 250 347.199 250 173.5 NLOSv 10.9672 111.319
20.83 250 347.365 250 173.583 NLOSv 20.2473 109.812
20.84 250 347.531 250 173.667 NLOSv 18.873 110.66
20.85 250 347.697 250 173.75 NLOSv 18.3616 109.244
20.86 250 347.864 250 173.833 NLOSv 14.3412 111.656
20.87 250 348.03 250 173.917 NLOSv 7.7459 118.869
20.88 250 348.196 250 174 NLOSv 1.41618 123.899
20.89 250 348.363 250 174.083 NLOSv 10.725 116.524
20.9 250 348.529 250 174.167 NLOSv 16.5124 106.697
20.91 250 348.695 250 174.25 NLOSv 16.6918 105.598
20.92 250 348.861 250 174.333 NLOSv 13.8788 111.201
20.93 250 349.028 250 174.417 NLOSv 19.014 109.249
20.94 250 349.194 250 174.5 NLOSv 2.59406 125.095
20.95 250 349.36 250 174.583 NLOSv 20.0336 107.496
20.96 250 349.527 250 174.667 NLOSv 14.8098 108.349
20.97 250 349.693 250 174.75 NLOSv 11.0087 112.288
20.98 250 349.859 250 174.833 NLOSv 15.667 110.602
20.99 250 350.025 250 174.917 NLOSv 9.97108 110.899
21 250 350.192 250 175 NLOSv 14.7692 113.342
21.01 250 350.358 250 175.083 NLOSv 9.38088 109.418
21.02 250 350.524 250 175.167 NLOSv 19.9675 111.573
21.03 250 350.691 250 175.25 NLOSv 20.7811 108.158
21.04 250 350.857 250 175.333 NLOSv 22.7557 106.22
21.05 250 351.023 250 175.417 NLOSv 13.5989 111.353
21.06 250 351.189 250 175.5 NLOSv 11.5221 112.064
21.07 250 351.356 250 175.583 NLOSv 20.3348 110.098
21.08 250 351.522 250 175.667 NLOSv 19.3138 106.666
21.09 250 351.688 250 175.75 NLOSv 18.0444 106.57
21.1 250 351.855 250 175.833 NLOSv 21.7061 106.457
21.11 250 352.021 250 175.917 NLOSv 19.8702 106.703
21.12 250 352.187 250 176 NLOSv 11.552 114.093
21.13 250 352.353 250 176.083 NLOSv 17.0058 107.303
21.14 250 352.52 250 176.167 NLOSv 14.5659 112.615
21.15 250 352.686 250 176.25 NLOSv 25.1415 105.238
21.16 250 352.852 250 176.333 NLOSv 18.381 108.434
21.17 250 353.018 250 176.417 NLOSv -5.93396 131.38
21.18 250 353.185 250 176.5 NLOSv 14.4783 109.338
21.19 250 353.351 250 176.583 NLOSv 13.3504 106.997
21.2 250 353.517 250 176.667 NLOSv 5.79316 119.944
21.21 250 353.684 250 176.75 NLOSv 16.0327 111.884
21.22 250 353.85 250 176.833 NLOSv 16.8232 112.393
21.23 250 354.016 250 176.917 LOS 31.6916 102.654
21.24 250 354.182 250 177 LOS 30.0575 102.657
21.25 250 354.349 250 177.083 LOS 31.5416 102.66
21.26 250 354.515 250 177.167 LOS 30.6364 102.664
21.27 250 354.681 250 177.25 LOS 31.9417 102.667
21.28 250 354.848 250 177.333 LOS 30.9346 102.67
21.29 250 355.014 250 177.417 LOS 32.8617 102.674
21.3 250 355.18 250 177.5 LOS 32.4308 102.677
21.31 250 355.346 250 177.583 LOS 32.3118 102.681
21.32 250 355.513 250 177.667 LOS 32.7789 102.684
21.33 250 355.679 250 177.75 LOS 33.6564 102.687
21.34 250 355.845 250 177.833 NLOSv 7.17795 114.412
21.35 250 356.012 250 177.917 NLOSv 20.4754 108.28
21.36 250 356.178 250 178 NLOSv 22.3389 108.381
21.37 250 356.344 250 178.083 NLOSv 12.9758 112.671
21.38 250 356.51 250 178.167 NLOSv 16.2792 109.462
21.39 250 356.677 250 178.25 NLOSv 10.109 114.318
21.4 250 356.843 250 178.333 NLOSv 15.4494 110.864
21.41 250 357.009 250 178.417 NLOSv 25.6165 107.199
21.42 250 357.176 250 178.5 NLOSv 7.04356 118.641
21.43 250 357.342 250 178.583 NLOSv 11.3937 111.629
21.44 250 357.508 250 178.667 NLOSv 20.1049 108.216
21.45 250 357.674 250 178.75 LOS 32.9363 102.728
21.46 250 357.841 250 178.833 LOS 32.5218 102.731
21.47 250 358.007 250 178.917 LOS 32.7471 102.735
21.48 250 358.173 250 179 LOS 32.3665 102.738
21.49 250 358.339 250 179.083 LOS 31.0799 102.741
21.5 250 358.506 250 179.167 LOS 30.3202 102.745
21.51 250 358.672 250 179.25 LOS 32.4274 102.748
21.52 250 358.838 250 179.333 LOS 30.7483 102.751
21.53 250 359.005 250 179.417 LOS 30.9725 102.755
21.54 250 359.171 250 179.5 LOS 32.237 102.758
21.55 250 359.337 250 179.583 LOS 31.6889 102.761
21.56 250 359.503 250 179.667 NLOSv 14.4817 113.307
21.57 250 359.67 250 179.75 NLOSv 12.8488 111.545
21.58 250 359.836 250 179.833 NLOSv 16.1759 111.224
21.59 250 360.002 250 179.917 NLOSv 14.5555 106.392
21.6 250 360.169 250 180 NLOSv 19.4592 108.822
21.61 250 360.335 250 180.083 NLOSv 4.80058 118.71
21.62 250 360.501 250 180.167 NLOSv 20.2267 109.753
21.63 250 360.667 250 180.25 NLOSv 10.7311 110.877
21.64 250 360.834 250 180.333 NLOSv 20.1594 109.265
21.65 250 361 250 180.417 NLOSv 17.8867 109.421
21.66 250 361.166 250 180.5 NLOSv 7.05784 114.199
21.67 250 361.333 250 180.583 NLOSv 3.6675 116.697
21.68 250 361.499 250 180.667 NLOSv 12.0463 112.413
21.69 250 361.665 250 180.75 NLOSv 12.4727 107.305
21.7 250 361.831 250 180.833 NLOSv 11.697 114.417
21.71 250 361.998 250 180.917 NLOSv 9.58722 117.293
21.72 250 362.164 250 181 NLOSv 22.1648 105.644
21.73 250 362.33 250 181.083 NLOSv 2.97979 112.076
21.74 250 362.497 250 181.167 NLOSv 16.6474 107.018
21.75 250 362.663 250 181.25 NLOSv 22.9365 107.931
21.76 250 362.829 250 181.333 NLOSv 9.51186 114.08
21.77 250 362.995 250 181.417 NLOSv 12.0693 110.198
21.78 250 363.162 250 181.5 NLOSv 21.2098 109.089
21.79 250 363.328 250 181.583 NLOSv 13.7196 105.174
21.8 250 363.494 250 181.667 NLOSv 18.0481 108.422
21.81 250 363.661 250 181.75 NLOSv 18.7315 110.803
21.82 250 363.827 250 181.833 NLOSv 15.2919 112.513
21.83 250 363.993 250 181.917 NLOSv 20.2474 109.346
21.84 250 364.159 250 182 NLOSv -2.21491 116.85
21.85 250 364.326 250 182.083 NLOSv 4.91162 114.373
21.86 250 364.492 250 182.167 NLOSv 10.4954 111.777
21.87 250 364.658 250 182.25 NLOSv 9.64508 114.878
21.88 250 364.824 250 182.333 NLOSv 6.91282 115.32
21.89 250 364.991 250 182.417 NLOSv 11.3057 114.552
21.9 250 365.157 250 182.5 NLOSv 6.12327 110.455
21.91 250 365.323 250 182.583 NLOSv -0.720813 112.371
21.92 250 365.49 250 182.667 NLOSv 1.84849 109.837
21.93 250 365.656 250 182.75 NLOSv 7.76139 113.92
21.94 250 365.822 250 182.833 NLOSv 13.7094 109.112
21.95 250 365.988 250 182.917 NLOSv 15.7403 112.938
21.96 250 366.155 250 183 NLOSv 18.4653 109.861
21.97 250 366.321 250 183.083 NLOSv 15.772 108.208
21.98 250 366.487 250 183.167 NLOSv 17.059 110.776
21.99 250 366.654 250 183.25 NLOSv 19.5339 110.816
22 250 366.82 250 183.333 NLOSv 15.9306 109.766
22.01 250 366.986 250 183.417 NLOSv 9.5523 116.009
22.02 250 367.152 250 183.5 NLOSv 17.7451 108.323
22.03 250 367.319 250 183.583 NLOSv 7.63977 119.813
22.04 250 367.485 250 183.667 NLOSv 14.4616 108.513
22.05 250 367.651 250 183.75 NLOSv 17.9587 108.009
22.06 250 367.818 250 183.833 NLOSv 9.31439 116.876
22.07 250 367.984 250 183.917 NLOSv 9.77537 113.024
22.08 250 368.15 250 184 NLOSv 19.5409 106.83
22.09 250 368.316 250 184.083 NLOSv 20.7233 106.938
22.1 250 368.483 250 184.167 NLOSv 13.1114 115.193
22.11 250 368.649 250 184.25 LOS 29.4419 102.946
22.12 250 368.815 250 184.333 LOS 29.753 102.95
22.13 250 368.982 250 184.417 LOS 29.7313 102.953
22.14 250 369.148 250 184.5 LOS 28.8805 102.956
22.15 250 369.314 250 184.583 LOS 29.2681 102.959
22.16 250 369.48 250 184.667 LOS 31.5078 102.963
22.17 250 369.647 250 184.75 LOS 31.4934 102.966
22.18 250 369.813 250 184.833 LOS 30.7942 102.969
22.19 250 369.979 250 184.917 LOS 31.493 102.972
22.2 250 370.145 250 185 LOS 30.2703 102.976
22.21 250 370.312 250 185.083 LOS 29.8858 102.979
22.22 250 370.478 250 185.167 NLOSv 25.9166 107.28
22.23 250 370.644 250 185.25 NLOSv 14.5629 113.606
22.24 250 370.811 250 185.333 NLOSv 22.8509 111.317
22.25 250 370.977 250 185.417 NLOSv 16.2941 115.073
22.26 250 371.143 250 185.5 NLOSv 15.275 110.906
22.27 250 371.309 250 185.583 NLOSv 14.8628 111.486
22.28 250 371.476 250 185.667 NLOSv 18.2968 110.538
22.29 250 371.642 250 185.75 NLOSv 11.51 113.453
22.3 250 371.808 250 185.833 NLOSv 4.98852 130.934
22.31 250 371.975 250 185.917 NLOSv 19.1701 112.458
22.32 250 372.141 250 186 NLOSv 24.9949 107.299
22.33 250 372.307 250 186.083 NLOSv 14.9757 115.683
22.34 250 372.473 250 186.167 NLOSv 24.9387 106.716
22.35 250 372.64 250 186.25 NLOSv 19.9057 109.263
22.36 250 372.806 250 186.333 NLOSv 16.935 111.569
22.37 250 372.972 250 186.417 NLOSv 20.2894 106.661
22.38 250 373.139 250 186.5 NLOSv 19.0184 115.906
22.39 250 373.305 250 186.583 NLOSv 11.7442 115.326
22.4 250 373.471 250 186.667 NLOSv 23.969 108.342
22.41 250 373.637 250 186.75 NLOSv 24.2366 107.229
22.42 250 373.804 250 186.833 NLOSv 22.714 108.278
22.43 250 373.97 250 186.917 NLOSv 9.74524 112.788
22.44 250 374.136 250 187 NLOSv 17.6131 112.614
22.45 250 374.303 250 187.083 NLOSv 18.1452 109.875
22.46 250 374.469 250 187.167 NLOSv 13.5288 116.419
22.47 250 374.635 250 187.25 NLOSv 19.3735 112.417
22.48 250 374.801 250 187.333 NLOSv 21.1781 110.729
22.49 250 374.968 250 187.417 NLOSv 18.9267 112.781
22.5 250 375.134 250 187.5 NLOSv 16.1179 112.546
22.51 250 375.3 250 187.583 NLOSv 15.818 111.431
22.52 250 375.467 250 187.667 NLOSv 15.6077 113.864
22.53 250 375.633 250 187.75 NLOSv 16.8068 109.457
22.54 250 375.799 250 187.833 NLOSv 25.6573 108.973
22.55 250 375.965 250 187.917 NLOSv 16.7432 106.913
22.56 250 376.132 250 188 NLOSv 22.7426 111.362
22.57 250 376.298 250 188.083 NLOSv 20.9337 109.84
22.58 250 376.464 250 188.167 NLOSv 21.6513 112.366
22.59 250 376.63 250 188.25 NLOSv 21.0004 109.502
22.6 250 376.797 250 188.333 NLOSv 18.5984 115.62
22.61 250 376.963 250 188.417 NLOSv -6.885 137.721
22.62 250 377.129 250 188.5 NLOSv 20.6761 108.024
22.63 250 377.296 250 188.583 NLOSv 17.4582 113.934
22.64 250 377.462 250 188.667 NLOSv 10.8472 113.825
22.65 250 377.628 250 188.75 NLOSv 15.3622 111.344
22.66 250 377.794 250 188.833 NLOSv 17.8684 107.532
22.67 250 377.961 250 188.917 NLOSv 13.4012 117.731
22.68 250 378.127 250 189 NLOSv 11.381 115.515
22.69 250 378.293 250 189.083 NLOSv 6.34425 120.254
22.7 250 378.46 250 189.167 NLOSv 12.5597 110.896
22.71 250 378.626 250 189.25 NLOSv 21.4998 111.193
22.72 250 378.792 250 189.333 NLOSv 14.8065 116.556
22.73 250 378.958 250 189.417 NLOSv 16.2154 117.84
22.74 250 379.125 250 189.5 NLOSv 11.2375 111.619
22.75 250 379.291 250 189.583 NLOSv 18.6672 107.852
22.76 250 379.457 250 189.667 NLOSv 17.9721 110.756
22.77 250 379.624 250 189.75 NLOSv 22.0701 110.384
22.78 250 379.79 250 189.833 NLOSv 20.8442 110.991
22.79 250 379.956 250 189.917 NLOSv 20.2206 111.471
22.8 250 380.122 250 190 NLOSv 15.2636 111.015
22.81 250 380.289 250 190.083 NLOSv 22.716 108.863
22.82 250 380.455 250 190.167 NLOSv 17.7742 109.603
22.83 250 380.621 250 190.25 NLOSv 1.36306 130.094
22.84 250 380.788 250 190.333 NLOSv 17.721 115.31
22.85 250 380.954 250 190.417 NLOSv 3.9423 119.212
22.86 250 381.12 250 190.5 NLOSv 8.10662 119.885
22.87 250 381.286 250 190.583 NLOSv 12.1146 111.064
22.88 250 381.453 250 190.667 NLOSv 25.6881 108.034
22.89 250 381.619 250 190.75 NLOSv 20.9197 110.404
22.9 250 381.785 250 190.833 NLOSv 12.9098 112.169
22.91 250 381.952 250 190.917 NLOSv 9.31738 116.585
22.92 250 382.118 250 191 NLOSv 25.1536 108.366
22.93 250 382.284 250 191.083 NLOSv 22.5023 109.106
22.94 250 382.45 250 191.167 NLOSv 13.7007 119.498
22.95 250 382.617 250 191.25 NLOSv 18.3598 114.194
22.96 250 382.783 250 191.333 NLOSv 25.8497 106.001
22.97 250 382.949 250 191.417 NLOSv 17.7761 114.165
22.98 250 383.115 250 191.5 NLOSv 22.9735 109.196
22.99 250 383.282 250 191.583 NLOSv 19.0913 113.352
23 250 383.448 250 191.667 NLOSv 14.5698 109.501
23.01 250 383.614 250 191.75 NLOSv 21.6092 113.41
23.02 250 383.781 250 191.833 NLOSv 12.8711 115.017
23.03 250 383.947 250 191.917 NLOSv 14.619 111.093
23.04 250 384.113 250 192 NLOSv 11.6172 116.548
23.05 250 384.279 250 192.083 NLOSv 18.7049 109.438
23.06 250 384.446 250 192.167 NLOSv 13.8767 117.786
23.07 250 384.612 250 192.25 NLOSv 2.33804 127.2
23.08 250 384.778 250 192.333 NLOSv 21.1274 109.328
23.09 250 384.945 250 192.417 NLOSv 21.5852 110.221
23.1 250 385.111 250 192.5 LOS 29.6704 103.262
23.11 250 385.277 250 192.583 LOS 29.8806 103.266
23.12 250 385.443 250 192.667 LOS 30.3549 103.269
23.13 250 385.61 250 192.75 LOS 30.2542 103.272
23.14 250 385.776 250 192.833 LOS 30.316 103.275
23.15 250 385.942 250 192.917 LOS 29.6983 103.278
23.16 250 386.109 250 193 LOS 30.8859 103.281
23.17 250 386.275 250 193.083 LOS 29.5645 103.284
23.18 250 386.441 250 193.167 LOS 30.1439 103.287
23.19 250 386.607 250 193.25 LOS 29.9464 103.291
23.2 250 386.774 250 193.333 LOS 30.6779 103.294
23.21 250 386.94 250 193.417 NLOSv 20.9638 110.421
23.22 250 387.106 250 193.5 NLOSv 21.73 108.13
23.23 250 387.273 250 193.583 NLOSv 24.3215 109.173
23.24 250 387.439 250 193.667 NLOSv 22.5679 107.148
23.25 250 387.605 250 193.75 NLOSv 10.4781 106.254
23.26 250 387.771 250 193.833 NLOSv 18.7656 109.974
23.27 250 387.938 250 193.917 NLOSv 9.95019 117.132
23.28 250 388.104 250 194 NLOSv 19.7273 107.957
23.29 250 388.27 250 194.083 NLOSv 7.21703 111.928
23.3 250 388.436 250 194.167 NLOSv 16.1261 112.85
23.31 250 388.603 250 194.25 NLOSv 4.25888 106.816
23.32 250 388.769 250 194.333 NLOSv 12.7419 110.043
23.33 250 388.935 250 194.417 NLOSv 23.1382 109.286
23.34 250 389.102 250 194.5 NLOSv 13.196 115.217
23.35 250 389.268 250 194.583 NLOSv 10.6476 107.719
23.36 250 389.434 250 194.667 NLOSv 16.9847 109.01
23.37 250 389.6 250 194.75 NLOSv 21.6222 105.942
23.38 250 389.767 250 194.833 NLOSv 13.6943 115.136
23.39 250 389.933 250 194.917 NLOSv 22.0544 111.409
23.4 250 390.099 250 195 NLOSv 23.8692 108.6
23.41 250 390.266 250 195.083 NLOSv 15.5895 115.052
23.42 250 390.432 250 195.167 NLOSv 7.4444 116.238
23.43 250 390.598 250 195.25 NLOSv 16.3171 112.29
23.44 250 390.764 250 195.333 NLOSv 23.6957 108.804
23.45 250 390.931 250 195.417 NLOSv 18.1681 111.339
23.46 250 391.097 250 195.5 NLOSv 5.65137 127.402
23.47 250 391.263 250 195.583 NLOSv 10.7717 112.826
23.48 250 391.43 250 195.667 NLOSv 21.3405 109.889
23.49 250 391.596 250 195.75 NLOSv 16.4728 114.313
23.5 250 391.762 250 195.833 NLOSv 13.0881 113.581
23.51 250 391.928 250 195.917 NLOSv 19.7282 109.666
23.52 250 392.095 250 196 NLOSv 12.226 112.331
23.53 250 392.261 250 196.083 NLOSv 18.6513 114.528
23.54 250 392.427 250 196.167 NLOSv 18.5835 111.851
23.55 250 392.594 250 196.25 NLOSv 17.6542 112.988
23.56 250 392.76 250 196.333 NLOSv 17.3174 114.66
23.57 250 392.926 250 196.417 NLOSv 20.1544 109.411
23.58 250 393.092 250 196.5 NLOSv 22.0239 109.355
23.59 250 393.259 250 196.583 NLOSv 18.5912 110.861
23.6 250 393.425 250 196.667 NLOSv 21.26 111.469
23.61 250 393.591 250 196.75 NLOSv 7.15978 118.422
23.62 250 393.758 250 196.833 NLOSv 22.2305 109.749
23.63 250 393.924 250 196.917 NLOSv 18.2731 112.669
23.64 250 394.09 250 197 NLOSv 7.0191 112.187
23.65 250 394.256 250 197.083 NLOSv 18.8388 113.923
23.66 250 394.423 250 197.167 NLOSv 18.5118 111.221
23.67 250 394.589 250 197.25 NLOSv 13.0245 116.217
23.68 250 394.755 250 197.333 NLOSv 25.8885 108.183
23.69 250 394.921 250 197.417 NLOSv 16.2729 106.009
23.7 250 395.088 250 197.5 NLOSv 20.9454 109.779
23.71 250 395.254 250 197.583 NLOSv 14.0587 116.765
23.72 250 395.42 250 197.667 NLOSv 19.1796 108.805
23.73 250 395.587 250 197.75 NLOSv 10.1573 118.975
23.74 250 395.753 250 197.833 NLOSv 19.9645 108.196
23.75 250 395.919 250 197.917 NLOSv 11.0288 122.245
23.76 250 396.085 250 198 LOS 31.0999 103.466
23.77 250 396.252 250 198.083 LOS 30.6441 103.469
23.78 250 396.418 250 198.167 LOS 31.7812 103.472
23.79 250 396.584 250 198.25 LOS 30.5023 103.475
23.8 250 396.751 250 198.333 LOS 31.8533 103.478
23.81 250 396.917 250 198.417 LOS 31.444 103.481
23.82 250 397.083 250 198.5 LOS 31.8166 103.484
23.83 250 397.249 250 198.583 LOS 30.5851 103.487
23.84 250 397.416 250 198.667 LOS 29.372 103.49
23.85 250 397.582 250 198.75 LOS 30.9856 103.493
23.86 250 397.748 250 198.833 LOS 30.5572 103.496
23.87 250 397.915 250 198.917 NLOSv 16.2396 113.937
23.88 250 398.081 250 199 NLOSv 20.1997 112.65
23.89 250 398.247 250 199.083 NLOSv 13.2017 114.93
23.9 250 398.413 250 199.167 NLOSv 10.3801 114.919
23.91 250 398.58 250 199.25 NLOSv 16.793 112.881
23.92 250 398.746 250 199.333 NLOSv 24.7432 109.245
23.93 250 398.912 250 199.417 NLOSv 22.5555 108.339
23.94 250 399.079 250 199.5 NLOSv 26.9762 108.191
23.95 250 399.245 250 199.583 NLOSv 15.7806 113.142
23.96 250 399.411 250 199.667 NLOSv 21.3594 110.038
23.97 250 399.577 250 199.75 NLOSv 22.9053 113.846
23.98 250 399.744 250 199.833 NLOSv 25.3484 110.549
23.99 250 399.91 250 199.917 NLOSv 17.0814 109.328
24 250 400.076 250 200 NLOSv 18.1345 108.223
24.01 250 400.242 250 200.083 NLOSv 16.9898 109.225
24.02 250 400.409 250 200.167 NLOSv 19.7295 107.676
24.03 250 400.575 250 200.25 NLOSv 15.0487 107.33
24.04 250 400.741 250 200.333 NLOSv 15.1039 119.107
24.05 250 400.908 250 200.417 NLOSv 20.9822 112.336
24.06 250 401.074 250 200.5 NLOSv 10.7874 112.285
24.07 250 401.24 250 200.583 NLOSv 18.9803 113.414
24.08 250 401.406 250 200.667 NLOSv 18.7593 111.712
24.09 250 401.573 250 200.75 NLOSv 22.8788 108.818
24.1 250 401.739 250 200.833 NLOSv 21.581 109.494
24.11 250 401.905 250 200.917 NLOSv 24.0321 109.418
24.12 250 402.072 250 201 NLOSv 17.556 112.823
24.13 250 402.238 250 201.083 NLOSv 12.8456 116.499
24.14 250 402.404 250 201.167 NLOSv 6.94446 117.09
24.15 250 402.57 250 201.25 NLOSv 13.5715 115.545
24.16 250 402.737 250 201.333 NLOSv 14.6351 112.124
24.17 250 402.903 250 201.417 NLOSv 22.3753 110.28
24.18 250 403.069 250 201.5 NLOSv 17.9771 110.712
24.19 250 403.236 250 201.583 NLOSv 22.4551 108.425
24.2 250 403.402 250 201.667 NLOSv 16.6955 114.177
24.21 250 403.568 250 201.75 NLOSv 23.8146 107.854
24.22 250 403.734 250 201.833 NLOSv 19.1138 113.561
24.23 250 403.901 250 201.917 NLOSv 20.1001 114.162
24.24 250 404.067 250 202 NLOSv 21.1729 112.214
24.25 250 404.233 250 202.083 NLOSv 12.2127 110.066
24.26 250 404.4 250 202.167 NLOSv 17.9336 111.684
24.27 250 404.566 250 202.25 NLOSv 23.1992 107.892
24.28 250 404.732 250 202.333 NLOSv 17.7056 113.226
24.29 250 404.898 250 202.417 NLOSv 12.9645 112.221
24.3 250 405.065 250 202.5 NLOSv 23.94 108.491
24.31 250 405.231 250 202.583 NLOSv 25.5849 106.88
24.32 250 405.397 250 202.667 NLOSv 24.4163 111.755
24.33 250 405.564 250 202.75 NLOSv 9.9621 117.318
24.34 250 405.73 250 202.833 NLOSv 13.0956 112.655
24.35 250 405.896 250 202.917 NLOSv 20.6608 112.093
24.36 250 406.062 250 203 NLOSv 14.8509 108.884
24.37 250 406.229 250 203.083 NLOSv 26.4575 109.983
24.38 250 406.395 250 203.167 NLOSv 21.5575 110.387
24.39 250 406.561 250 203.25 NLOSv 17.3168 119.613
24.4 250 406.727 250 203.333 NLOSv 25.2851 108.186
24.41 250 406.894 250 203.417 NLOSv 24.0349 108.457
24.42 250 407.06 250 203.5 NLOSv 20.5413 107.641
24.43 250 407.226 250 203.583 NLOSv 20.6033 110.628
24.44 250 407.393 250 203.667 NLOSv 12.791 117.497
24.45 250 407.559 250 203.75 NLOSv 9.17692 119.834
24.46 250 407.725 250 203.833 NLOSv 21.2371 110.212
24.47 250 407.891 250 203.917 NLOSv 16.3907 114.335
24.48 250 408.058 250 204 NLOSv 7.13192 114.278
24.49 250 408.224 250 204.083 NLOSv 15.1081 113.254
24.5 250 408.39 250 204.167 NLOSv 22.6826 108.475
24.51 250 408.557 250 204.25 NLOSv 12.0437 119.954
24.52 250 408.723 250 204.333 NLOSv 24.4152 108.278
24.53 250 408.889 250 204.417 LOS 28.88 103.696
24.54 250 409.055 250 204.5 LOS 28.4636 103.699
24.55 250 409.222 250 204.583 LOS 28.3976 103.702
24.56 250 409.388 250 204.667 LOS 29.5324 103.705
24.57 250 409.554 250 204.75 LOS 29.6072 103.708
24.58 250 409.721 250 204.833 LOS 29.7409 103.711
24.59 250 409.887 250 204.917 LOS 28.5485 103.714
24.6 250 410.053 250 205 LOS 28.4004 103.716
24.61 250 410.219 250 205.083 LOS 29.388 103.719
24.62 250 410.386 250 205.167 LOS 28.6195 103.722
24.63 250 410.552 250 205.25 LOS 29.1566 103.725
24.64 250 410.718 250 205.333 NLOSv 11.3978 115.846
24.65 250 410.885 250 205.417 NLOSv 4.15233 112.831
24.66 250 411.051 250 205.5 NLOSv 8.93251 121.721
24.67 250 411.217 250 205.583 NLOSv 20.1461 110.232
24.68 250 411.383 250 205.667 NLOSv 15.3558 112.444
24.69 250 411.55 250 205.75 NLOSv 26.9562 107.217
24.7 250 411.716 250 205.833 NLOSv 14.9789 113.513
24.71 250 411.882 250 205.917 NLOSv 16.0093 108.534
24.72 250 412.048 250 206 NLOSv 16.8374 113.802
24.73 250 412.215 250 206.083 NLOSv 12.8583 116.294
24.74 250 412.381 250 206.167 NLOSv 16.2837 110.132
24.75 250 412.547 250 206.25 NLOSv 23.0546 113.03
24.76 250 412.714 250 206.333 NLOSv 18.9867 110.047
24.77 250 412.88 250 206.417 NLOSv 11.3214 122.293
24.78 250 413.046 250 206.5 NLOSv 21.2125 111.442
24.79 250 413.212 250 206.583 NLOSv 20.1394 109.154
24.8 250 413.379 250 206.667 NLOSv 17.4608 110.754
24.81 250 413.545 250 206.75 NLOSv 8.15633 111.999
24.82 250 413.711 250 206.833 NLOSv 22.4294 108.415
24.83 250 413.878 250 206.917 NLOSv 10.6864 114.794
24.84 250 414.044 250 207 NLOSv 19.4335 109.642
24.85 250 414.21 250 207.083 NLOSv 15.2483 109.898
24.86 250 414.376 250 207.167 NLOSv 3.77131 125.905
24.87 250 414.543 250 207.25 NLOSv 20.4676 110.571
24.88 250 414.709 250 207.333 NLOSv 17.9074 106.499
24.89 250 414.875 250 207.417 NLOSv 14.8437 108.875
24.9 250 415.042 250 207.5 NLOSv 20.2501 107.631
24.91 250 415.208 250 207.583 NLOSv 14.4627 110.005
24.92 250 415.374 250 207.667 NLOSv 9.63321 113.438
24.93 250 415.54 250 207.75 NLOSv 17.6983 111.453
24.94 250 415.707 250 207.833 NLOSv 18.3189 109.192
24.95 250 415.873 250 207.917 NLOSv 25.3153 108.833
24.96 250 416.039 250 208 NLOSv 20.221 108.751
24.97 250 416.206 250 208.083 NLOSv 14.7883 112.753
24.98 250 416.372 250 208.167 NLOSv 6.52158 120.999
24.99 250 416.538 250 208.25 NLOSv 8.39266 107.983
25 250 416.704 250 208.333 NLOSv 15.2215 112.393
25.01 250 416.871 250 208.417 NLOSv 14.8706 111.566
25.02 250 417.037 250 208.5 NLOSv 29.3616 105.679
25.03 250 417.203 250 208.583 NLOSv 22.0165 111.984
25.04 250 417.37 250 208.667 NLOSv 12.5893 112.52
25.05 250 417.536 250 208.75 NLOSv 10.8946 118.04
25.06 250 417.702 250 208.833 NLOSv 16.7762 114.178
25.07 250 417.868 250 208.917 NLOSv 20.407 110.566
25.08 250 418.035 250 209 NLOSv 20.6811 106.715
25.09 250 418.201 250 209.083 NLOSv 21.2872 110.881
25.1 250 418.367 250 209.167 NLOSv 11.5884 113.713
25.11 250 418.533 250 209.25 NLOSv 15.1279 117.051
25.12 250 418.7 250 209.333 NLOSv 8.99764 113.136
25.13 250 418.866 250 209.417 NLOSv 22.2219 111.846
25.14 250 419.032 250 209.5 NLOSv 16.0873 114.706
25.15 250 419.199 250 209.583 NLOSv 11.6513 119.297
