% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
8.721	1	1	1	0.0397236	0
2.321	1	1	1	0.323448	0
2.241	1	1	1	0.334926	0
1.961	1	1	1	0.379354	0
8.761	1	1	1	0.0393234	0
2.281	1	1	1	0.329124	0
2.361	1	1	1	0.317895	0
2.001	1	1	1	0.372572	0
8.801	1	1	1	0.0389283	0
2.321	1	1	1	0.323448	0
2.401	1	1	1	0.312461	0
2.041	1	1	1	0.365941	0
8.841	1	1	1	0.0385382	0
2.361	1	1	1	0.317895	0
2.441	1	1	1	0.307143	0
2.081	1	1	1	0.359458	0
8.881	1	1	1	0.0381529	0
2.401	1	1	1	0.312461	0
2.481	1	1	1	0.301938	0
2.121	1	1	1	0.353119	0
8.921	1	1	1	0.0377725	0
2.441	1	1	1	0.307143	0
2.521	1	1	1	0.296843	0
8.961	1	1	1	0.0373969	0
2.161	1	1	1	0.34692	0
2.481	1	1	1	0.301938	0
2.561	1	1	1	0.291856	0
9.001	1	1	1	0.0370259	0
2.521	1	1	1	0.296843	0
2.201	1	1	1	0.340857	0
2.601	1	1	1	0.286974	0
9.041	1	1	1	0.0366595	0
2.561	1	1	1	0.291856	0
2.241	1	1	1	0.334926	0
2.641	1	1	1	0.282194	0
9.081	1	1	1	0.0362977	0
2.601	1	1	1	0.286974	0
2.281	1	1	1	0.329124	0
2.681	1	1	1	0.277514	0
9.121	1	1	1	0.0359403	0
2.641	1	1	1	0.282194	0
2.321	1	1	1	0.323448	0
2.721	1	1	1	0.272931	0
9.161	1	1	1	0.0355874	0
2.681	1	1	1	0.277514	0
2.361	1	1	1	0.317895	0
2.761	1	1	1	0.268442	0
9.201	1	1	1	0.0352388	0
2.721	1	1	1	0.272931	0
2.401	1	1	1	0.312461	0
2.801	1	1	1	0.264046	0
9.241	1	1	1	0.0348945	0
2.761	1	1	1	0.268442	0
2.441	1	1	1	0.307143	0
9.281	1	1	1	0.0345544	0
2.841	1	1	1	0.25974	0
2.801	1	1	1	0.264046	0
2.481	1	1	1	0.301938	0
9.321	1	1	1	0.0342184	0
2.881	1	1	1	0.255522	0
2.841	1	1	1	0.25974	0
2.521	1	1	1	0.296843	0
9.361	1	1	1	0.0338866	0
2.881	1	1	1	0.255522	0
2.921	1	1	1	0.251389	0
2.561	1	1	1	0.291856	0
9.401	1	1	1	0.0335588	0
2.921	1	1	1	0.251389	0
2.961	1	1	1	0.24734	0
9.441	1	1	1	0.0332349	0
2.601	1	1	1	0.286974	0
2.961	1	1	1	0.24734	0
3.001	1	1	1	0.243373	0
9.481	1	1	1	0.032915	0
2.641	1	1	1	0.282194	0
3.001	1	1	1	0.243373	0
3.041	1	1	1	0.239485	0
9.521	1	1	1	0.0325989	0
2.681	1	1	1	0.277514	0
3.041	1	1	1	0.239485	0
3.081	1	1	1	0.235675	0
9.561	1	1	1	0.0322867	0
2.721	1	1	1	0.272931	0
3.081	1	1	1	0.235675	0
3.121	1	1	1	0.231941	0
9.601	1	1	1	0.0319782	0
2.761	1	1	1	0.268442	0
3.121	1	1	1	0.231941	0
3.161	1	1	1	0.228281	0
9.641	1	1	1	0.0316733	0
2.801	1	1	1	0.264046	0
3.161	1	1	1	0.228281	0
3.201	1	1	1	0.224693	0
9.681	1	1	1	0.0313722	0
2.841	1	1	1	0.25974	0
3.201	1	1	1	0.224693	0
3.241	1	1	1	0.221176	0
9.721	1	1	1	0.0310746	0
3.241	1	1	1	0.221176	0
2.881	1	1	1	0.255522	0
3.281	1	1	1	0.217728	0
9.761	1	1	1	0.0307805	0
3.281	1	1	1	0.217728	0
2.921	1	1	1	0.251389	0
3.321	1	1	1	0.214347	0
9.801	1	1	1	0.03049	0
3.321	1	1	1	0.214347	0
2.961	1	1	1	0.24734	0
3.361	1	1	1	0.211031	0
9.841	1	1	1	0.0302028	0
3.361	1	1	1	0.211031	0
3.001	1	1	1	0.243373	0
3.401	1	1	1	0.20778	0
9.881	1	1	1	0.0299191	0
3.401	1	1	1	0.20778	0
3.041	1	1	1	0.239485	0
3.441	1	1	1	0.204592	0
9.921	1	1	1	0.0296387	0
3.441	1	1	1	0.204592	0
3.081	1	1	1	0.235675	0
3.481	1	1	1	0.201464	0
9.961	1	1	1	0.0293616	0
3.481	1	1	1	0.201464	0
3.121	1	1	1	0.231941	0
10.001	1	1	1	0.0290877	0
3.521	1	1	1	0.198397	0
3.521	1	1	1	0.198397	0
3.161	1	1	1	0.228281	0
10.041	1	1	1	0.0288171	0
3.561	1	1	1	0.195388	0
3.561	1	1	1	0.195388	0
3.201	1	1	1	0.224693	0
10.081	1	1	1	0.0285496	0
3.601	1	1	1	0.192436	0
3.601	1	1	1	0.192436	0
3.241	1	1	1	0.221176	0
10.121	1	1	1	0.0282852	0
3.641	1	1	1	0.18954	0
3.641	1	1	1	0.18954	0
3.281	1	1	1	0.217728	0
10.161	1	1	1	0.0280239	0
3.681	1	1	1	0.186698	0
3.681	1	1	1	0.186698	0
3.321	1	1	1	0.214347	0
10.201	1	1	1	0.0277656	0
3.721	1	1	1	0.18391	0
3.721	1	1	1	0.18391	0
10.241	1	1	1	0.0275103	0
3.361	1	1	1	0.211031	0
3.761	1	1	1	0.181174	0
3.761	1	1	1	0.181174	0
10.281	1	1	1	0.0272579	0
3.401	1	1	1	0.20778	0
3.801	1	1	1	0.178489	0
3.801	1	1	1	0.178489	0
10.321	1	1	1	0.0270085	0
3.441	1	1	1	0.204592	0
3.841	1	1	1	0.175854	0
3.841	1	1	1	0.175854	0
10.361	1	1	1	0.0267619	0
3.481	1	1	1	0.201464	0
3.881	1	1	1	0.173267	0
3.881	1	1	1	0.173267	0
10.401	1	1	1	0.0265181	0
3.521	1	1	1	0.198397	0
3.921	1	1	1	0.170728	0
3.921	1	1	1	0.170728	0
10.441	1	1	1	0.0262771	0
3.561	1	1	1	0.195388	0
3.961	1	1	1	0.168236	0
3.961	1	1	1	0.168236	0
10.481	1	1	1	0.0260389	0
3.601	1	1	1	0.192436	0
4.001	1	1	1	0.165789	0
4.001	1	1	1	0.165789	0
10.521	1	1	1	0.0258033	0
3.641	1	1	1	0.18954	0
4.041	1	1	1	0.163386	0
4.041	1	1	1	0.163386	0
10.561	1	1	1	0.0255705	0
3.681	1	1	1	0.186698	0
4.081	1	1	1	0.161028	0
4.081	1	1	1	0.161028	0
10.601	1	1	1	0.0253402	0
3.721	1	1	1	0.18391	0
4.121	1	1	1	0.158712	0
4.121	1	1	1	0.158712	0
10.641	1	1	1	0.0251126	0
3.761	1	1	1	0.181174	0
4.161	1	1	1	0.156437	0
4.161	1	1	1	0.156437	0
10.681	1	1	1	0.0248875	0
4.201	1	1	1	0.154203	0
3.801	1	1	1	0.178489	0
4.201	1	1	1	0.154203	0
10.721	1	1	1	0.024665	0
4.241	1	1	1	0.15201	0
3.841	1	1	1	0.175854	0
4.241	1	1	1	0.15201	0
10.761	1	1	1	0.0244449	0
4.281	1	1	1	0.149855	0
10.801	1	1	1	0.0242273	0
3.881	1	1	1	0.173267	0
4.281	1	1	1	0.149855	0
4.321	1	1	1	0.147739	0
10.841	1	1	1	0.0240122	0
3.921	1	1	1	0.170728	0
4.321	1	1	1	0.147739	0
4.361	1	1	1	0.14566	0
10.881	1	1	1	0.0237994	0
3.961	1	1	1	0.168236	0
4.361	1	1	1	0.14566	0
4.401	1	1	1	0.143617	0
10.921	1	1	1	0.023589	0
4.001	1	1	1	0.165789	0
4.401	1	1	1	0.143617	0
4.441	1	1	1	0.141611	0
10.961	1	1	1	0.0233809	0
4.041	1	1	1	0.163386	0
4.441	1	1	1	0.141611	0
4.481	1	1	1	0.139639	0
11.001	1	1	1	0.0231752	0
4.081	1	1	1	0.161028	0
4.481	1	1	1	0.139639	0
4.521	1	1	1	0.137702	0
11.041	1	1	1	0.0229717	0
4.121	1	1	1	0.158712	0
4.521	1	1	1	0.137702	0
4.561	1	1	1	0.135799	0
11.081	1	1	1	0.0227704	0
4.161	1	1	1	0.156437	0
4.561	1	1	1	0.135799	0
11.121	1	1	1	0.0225713	0
4.601	1	1	1	0.133928	0
4.201	1	1	1	0.154203	0
4.601	1	1	1	0.133928	0
11.161	1	1	1	0.0223745	0
4.641	1	1	1	0.13209	0
4.241	1	1	1	0.15201	0
4.641	1	1	1	0.13209	0
11.201	1	1	1	0.0221798	0
4.681	1	1	1	0.130284	0
4.281	1	1	1	0.149855	0
4.681	1	1	1	0.130284	0
11.241	1	1	1	0.0219872	0
4.721	1	1	1	0.128508	0
4.321	1	1	1	0.147739	0
11.281	1	1	1	0.0217967	0
4.721	1	1	1	0.128508	0
4.761	1	1	1	0.126762	0
11.321	1	1	1	0.0216082	0
4.361	1	1	1	0.14566	0
4.761	1	1	1	0.126762	0
4.801	1	1	1	0.125047	0
11.361	1	1	1	0.0214219	0
4.401	1	1	1	0.143617	0
4.841	1	1	1	0.12336	0
4.801	1	1	1	0.125047	0
11.401	1	1	1	0.0212375	0
4.881	1	1	1	0.121702	0
4.441	1	1	1	0.141611	0
4.841	1	1	1	0.12336	0
11.441	1	1	1	0.0210551	0
4.921	1	1	1	0.120072	0
4.481	1	1	1	0.139639	0
4.881	1	1	1	0.121702	0
11.481	1	1	1	0.0208747	0
4.961	1	1	1	0.118469	0
4.521	1	1	1	0.137702	0
4.921	1	1	1	0.120072	0
11.521	1	1	1	0.0206962	0
5.001	1	1	1	0.116893	0
4.961	1	1	1	0.118469	0
4.561	1	1	1	0.135799	0
11.561	1	1	1	0.0205197	0
5.041	1	1	1	0.115343	0
5.001	1	1	1	0.116893	0
4.601	1	1	1	0.133928	0
11.601	1	1	1	0.020345	0
5.081	1	1	1	0.113819	0
5.041	1	1	1	0.115343	0
4.641	1	1	1	0.13209	0
11.641	1	1	1	0.0201722	0
5.121	1	1	1	0.11232	0
5.081	1	1	1	0.113819	0
4.681	1	1	1	0.130284	0
11.681	1	1	1	0.0200012	0
5.161	1	1	1	0.110846	0
5.121	1	1	1	0.11232	0
4.721	1	1	1	0.128508	0
11.721	1	1	1	0.019832	0
5.201	1	1	1	0.109396	0
5.161	1	1	1	0.110846	0
4.761	1	1	1	0.126762	0
11.761	1	1	1	0.0196647	0
5.241	1	1	1	0.107969	0
4.801	1	1	1	0.125047	0
5.201	1	1	1	0.109396	0
11.801	1	1	1	0.0194991	0
5.281	1	1	1	0.106566	0
4.841	1	1	1	0.12336	0
5.241	1	1	1	0.107969	0
11.841	1	1	1	0.0193352	0
5.321	1	1	1	0.105186	0
4.881	1	1	1	0.121702	0
5.281	1	1	1	0.106566	0
11.881	1	1	1	0.0191731	0
5.361	1	1	1	0.103829	0
11.921	1	1	1	0.0190127	0
5.321	1	1	1	0.105186	0
4.921	1	1	1	0.120072	0
5.401	1	1	1	0.102493	0
11.961	1	1	1	0.018854	0
5.361	1	1	1	0.103829	0
5.441	1	1	1	0.101179	0
4.961	1	1	1	0.118469	0
12.001	1	1	1	0.0186969	0
5.481	1	1	1	0.0998855	0
5.401	1	1	1	0.102493	0
5.001	1	1	1	0.116893	0
12.041	1	1	1	0.0185415	0
5.521	1	1	1	0.098613	0
5.441	1	1	1	0.101179	0
5.041	1	1	1	0.115343	0
12.081	1	1	1	0.0183877	0
5.561	1	1	1	0.0973609	0
5.481	1	1	1	0.0998855	0
5.081	1	1	1	0.113819	0
12.121	1	1	1	0.0182355	0
5.601	1	1	1	0.0961286	0
5.521	1	1	1	0.098613	0
5.121	1	1	1	0.11232	0
12.161	1	1	1	0.0180848	0
5.641	1	1	1	0.0949159	0
5.561	1	1	1	0.0973609	0
5.161	1	1	1	0.110846	0
12.201	1	1	1	0.0179358	0
5.681	1	1	1	0.0937224	0
5.601	1	1	1	0.0961286	0
5.201	1	1	1	0.109396	0
12.241	1	1	1	0.0177882	0
5.721	1	1	1	0.0925476	0
5.641	1	1	1	0.0949159	0
12.281	1	1	1	0.0176422	0
5.241	1	1	1	0.107969	0
5.761	1	1	1	0.0913913	0
5.681	1	1	1	0.0937224	0
12.321	1	1	1	0.0174977	0
5.281	1	1	1	0.106566	0
5.801	1	1	1	0.0902531	0
5.721	1	1	1	0.0925476	0
12.361	1	1	1	0.0173547	0
5.321	1	1	1	0.105186	0
5.841	1	1	1	0.0891326	0
5.761	1	1	1	0.0913913	0
12.401	1	1	1	0.0172132	0
5.361	1	1	1	0.103829	0
5.881	1	1	1	0.0880296	0
12.441	1	1	1	0.017073	0
5.801	1	1	1	0.0902531	0
5.401	1	1	1	0.102493	0
5.921	1	1	1	0.0869436	0
12.481	1	1	1	0.0169344	0
5.841	1	1	1	0.0891326	0
5.441	1	1	1	0.101179	0
5.961	1	1	1	0.0858745	0
12.521	1	1	1	0.0167971	0
5.881	1	1	1	0.0880296	0
6.001	1	1	1	0.0848218	0
5.481	1	1	1	0.0998855	0
12.561	1	1	1	0.0166612	0
5.921	1	1	1	0.0869436	0
6.041	1	1	1	0.0837852	0
5.521	1	1	1	0.098613	0
12.601	1	1	1	0.0165267	0
5.961	1	1	1	0.0858745	0
6.081	1	1	1	0.0827646	0
5.561	1	1	1	0.0973609	0
12.641	1	1	1	0.0163936	0
6.001	1	1	1	0.0848218	0
6.121	1	1	1	0.0817594	0
5.601	1	1	1	0.0961286	0
12.681	1	1	1	0.0162618	0
6.041	1	1	1	0.0837852	0
6.161	1	1	1	0.0807696	0
12.721	1	1	1	0.0161314	0
5.641	1	1	1	0.0949159	0
6.081	1	1	1	0.0827646	0
6.201	1	1	1	0.0797948	0
12.761	1	1	1	0.0160022	0
5.681	1	1	1	0.0937224	0
6.121	1	1	1	0.0817594	0
6.241	1	1	1	0.0788348	0
12.801	1	1	1	0.0158744	0
5.721	1	1	1	0.0925476	0
6.161	1	1	1	0.0807696	0
6.281	1	1	1	0.0778892	0
12.841	1	1	1	0.0157478	0
5.761	1	1	1	0.0913913	0
6.321	1	1	1	0.0769578	0
6.201	1	1	1	0.0797948	0
12.881	1	1	1	0.0156225	0
5.801	1	1	1	0.0902531	0
6.361	1	1	1	0.0760403	0
6.241	1	1	1	0.0788348	0
12.921	1	1	1	0.0154984	0
5.841	1	1	1	0.0891326	0
6.401	1	1	1	0.0751366	0
6.281	1	1	1	0.0778892	0
12.961	1	1	1	0.0153756	0
5.881	1	1	1	0.0880296	0
6.441	1	1	1	0.0742463	0
6.321	1	1	1	0.0769578	0
13.001	1	1	1	0.015254	0
5.921	1	1	1	0.0869436	0
6.481	1	1	1	0.0733692	0
6.361	1	1	1	0.0760403	0
13.041	1	1	1	0.0151336	0
5.961	1	1	1	0.0858745	0
6.521	1	1	1	0.0725051	0
6.401	1	1	1	0.0751366	0
13.081	1	1	1	0.0150144	0
6.001	1	1	1	0.0848218	0
6.561	1	1	1	0.0716538	0
13.121	1	1	1	0.0148964	0
6.441	1	1	1	0.0742463	0
6.041	1	1	1	0.0837852	0
6.601	1	1	1	0.070815	0
13.161	1	1	1	0.0147796	0
6.481	1	1	1	0.0733692	0
6.081	1	1	1	0.0827646	0
6.641	1	1	1	0.0699884	0
13.201	1	1	1	0.0146638	0
6.521	1	1	1	0.0725051	0
6.121	1	1	1	0.0817594	0
13.241	1	1	1	0.0145493	0
6.681	1	1	1	0.069174	0
6.561	1	1	1	0.0716538	0
6.161	1	1	1	0.0807696	0
13.281	1	1	1	0.0144358	0
6.721	1	1	1	0.0683714	0
6.601	1	1	1	0.070815	0
13.321	1	1	1	0.0143235	0
6.201	1	1	1	0.0797948	0
6.761	1	1	1	0.0675805	0
6.641	1	1	1	0.0699884	0
13.361	1	1	1	0.0142122	0
6.801	1	1	1	0.0668011	0
6.241	1	1	1	0.0788348	0
6.681	1	1	1	0.069174	0
13.401	1	1	1	0.0141021	0
6.841	1	1	1	0.0660329	0
6.281	1	1	1	0.0778892	0
6.721	1	1	1	0.0683714	0
13.441	1	1	1	0.013993	0
6.881	1	1	1	0.0652758	0
6.321	1	1	1	0.0769578	0
6.761	1	1	1	0.0675805	0
13.481	1	1	1	0.0138849	0
6.921	1	1	1	0.0645295	0
6.361	1	1	1	0.0760403	0
6.801	1	1	1	0.0668011	0
13.521	1	1	1	0.013778	0
6.961	1	1	1	0.063794	0
6.401	1	1	1	0.0751366	0
6.841	1	1	1	0.0660329	0
13.561	1	1	1	0.013672	0
7.001	1	1	1	0.0630689	0
6.441	1	1	1	0.0742463	0
6.881	1	1	1	0.0652758	0
13.601	1	1	1	0.0135671	0
7.041	1	1	1	0.0623542	0
6.481	1	1	1	0.0733692	0
6.921	1	1	1	0.0645295	0
13.641	1	1	1	0.0134631	0
7.081	1	1	1	0.0616496	0
6.521	1	1	1	0.0725051	0
6.961	1	1	1	0.063794	0
13.681	1	1	1	0.0133602	0
7.121	1	1	1	0.060955	0
6.561	1	1	1	0.0716538	0
7.001	1	1	1	0.0630689	0
13.721	1	1	1	0.0132583	0
7.161	1	1	1	0.0602702	0
6.601	1	1	1	0.070815	0
7.041	1	1	1	0.0623542	0
13.761	1	1	1	0.0131573	0
7.201	1	1	1	0.059595	0
7.081	1	1	1	0.0616496	0
6.641	1	1	1	0.0699884	0
13.801	1	1	1	0.0130573	0
7.241	1	1	1	0.0589293	0
7.121	1	1	1	0.060955	0
13.841	1	1	1	0.0129583	0
6.681	1	1	1	0.069174	0
7.281	1	1	1	0.058273	0
13.881	1	1	1	0.0128602	0
7.161	1	1	1	0.0602702	0
6.721	1	1	1	0.0683714	0
7.321	1	1	1	0.0576258	0
13.921	1	1	1	0.012763	0
7.201	1	1	1	0.059595	0
6.761	1	1	1	0.0675805	0
7.361	1	1	1	0.0569876	0
13.961	1	1	1	0.0126667	0
7.241	1	1	1	0.0589293	0
6.801	1	1	1	0.0668011	0
7.401	1	1	1	0.0563582	0
14.001	1	1	1	0.0125714	0
7.281	1	1	1	0.058273	0
7.441	1	1	1	0.0557376	0
6.841	1	1	1	0.0660329	0
14.041	1	1	1	0.012477	0
7.321	1	1	1	0.0576258	0
7.481	1	1	1	0.0551255	0
6.881	1	1	1	0.0652758	0
14.081	1	1	1	0.0123834	0
7.361	1	1	1	0.0569876	0
7.521	1	1	1	0.0545218	0
6.921	1	1	1	0.0645295	0
14.121	1	1	1	0.0122907	0
7.401	1	1	1	0.0563582	0
7.561	1	1	1	0.0539264	0
6.961	1	1	1	0.063794	0
14.161	1	1	1	0.0121989	0
7.441	1	1	1	0.0557376	0
7.601	1	1	1	0.0533392	0
7.001	1	1	1	0.0630689	0
14.201	1	1	1	0.012108	0
7.481	1	1	1	0.0551255	0
7.641	1	1	1	0.05276	0
7.041	1	1	1	0.0623542	0
14.241	1	1	1	0.0120179	0
7.521	1	1	1	0.0545218	0
7.681	1	1	1	0.0521886	0
7.081	1	1	1	0.0616496	0
14.281	1	1	1	0.0119287	0
7.561	1	1	1	0.0539264	0
7.721	1	1	1	0.0516251	0
7.121	1	1	1	0.060955	0
7.601	1	1	1	0.0533392	0
14.321	1	1	1	0.0118402	0
7.761	1	1	1	0.0510691	0
7.161	1	1	1	0.0602702	0
7.641	1	1	1	0.05276	0
14.361	1	1	1	0.0117526	0
7.801	1	1	1	0.0505206	0
7.201	1	1	1	0.059595	0
7.681	1	1	1	0.0521886	0
14.401	1	1	1	0.0116658	0
7.841	1	1	1	0.0499796	0
7.241	1	1	1	0.0589293	0
14.441	1	1	1	0.0115799	0
7.881	1	1	1	0.0494457	0
7.281	1	1	1	0.058273	0
14.481	1	1	1	0.0114947	0
7.881	2	1	1	0.35341	0
7.921	1	1	1	0.0489191	0
7.321	1	1	1	0.0576258	0
14.521	1	1	1	0.0114103	0
7.921	2	1	1	0.359756	0
7.961	1	1	1	0.0483994	0
7.361	1	1	1	0.0569876	0
14.561	1	1	1	0.0113266	0
8.001	1	1	1	0.0478867	0
7.961	2	1	1	0.366246	0
7.401	1	1	1	0.0563582	0
14.601	1	1	1	0.0112438	0
8.041	1	1	1	0.0473808	0
8.001	2	1	1	0.372883	0
7.441	1	1	1	0.0557376	0
14.641	1	1	1	0.0111617	0
8.081	1	1	1	0.0468815	0
8.041	2	1	1	0.379673	0
7.481	1	1	1	0.0551255	0
14.681	1	1	1	0.0110804	0
8.121	1	1	1	0.0463889	0
8.081	2	1	1	0.386618	0
7.521	1	1	1	0.0545218	0
14.721	1	1	1	0.0109998	0
8.161	1	1	1	0.0459028	0
7.561	1	1	1	0.0539264	0
8.121	2	1	1	0.393723	0
14.761	1	1	1	0.0109199	0
8.201	1	1	1	0.045423	0
7.601	1	1	1	0.0533392	0
8.161	2	1	1	0.400994	0
14.801	1	1	1	0.0108408	0
8.241	1	1	1	0.0449495	0
7.641	1	1	1	0.05276	0
8.201	2	1	1	0.408434	0
14.841	1	1	1	0.0107623	0
8.281	1	1	1	0.0444822	0
7.681	1	1	1	0.0521886	0
14.881	1	1	1	0.0106846	0
8.241	2	1	1	0.416048	0
8.321	1	1	1	0.044021	0
14.921	1	1	1	0.0106076	0
8.281	2	1	1	0.423842	0
8.361	1	1	1	0.0435658	0
7.881	2	1	1	0.35341	0
14.961	1	1	1	0.0105313	0
8.321	2	1	1	0.431819	0
8.401	1	1	1	0.0431165	0
7.921	2	1	1	0.359756	0
15.001	1	1	1	0.0104557	0
8.361	2	1	1	0.439987	0
8.441	1	1	1	0.042673	0
7.961	2	1	1	0.366246	0
15.041	1	1	1	0.0103808	0
8.401	2	1	1	0.448349	0
8.481	1	1	1	0.0422352	0
15.081	1	1	1	0.0103065	0
8.001	2	1	1	0.372883	0
8.441	2	1	1	0.456912	0
8.521	1	1	1	0.041803	0
15.121	1	1	1	0.0102329	0
8.041	2	1	1	0.379673	0
8.481	2	1	1	0.465682	0
8.561	1	1	1	0.0413764	0
15.161	1	1	1	0.01016	0
