% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.841	1	2	1	1.76517e+06	0
0.841	2	2	1	1.76517e+06	1
0.841	3	2	1	1.76517e+06	2
0.842	1	3	2	1.76517e+06	0
0.842	2	3	2	1.76517e+06	1
0.842	3	3	2	1.76517e+06	2
0.843	1	1	3	1.76517e+06	0
0.843	2	1	3	1.76517e+06	1
0.843	3	1	3	1.76517e+06	2
0.881	1	2	1	1.76517e+06	0
0.881	2	2	1	1.76517e+06	1
0.881	3	2	1	1.76517e+06	2
0.882	1	3	2	1.76517e+06	0
0.882	2	3	2	1.76517e+06	1
0.882	3	3	2	1.76517e+06	2
0.883	1	1	3	1.76517e+06	0
0.883	2	1	3	1.76517e+06	1
0.883	3	1	3	1.76517e+06	2
